"seqname","location","trap","sizeclass","label","bodypart","nparts","plate_contents"
"RNMB_meicity_BS_P2_tag42_D10","Meicity","MT",6,"HPS_MT6-1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E10","Meicity","MT",6,"HPS_MT6-2","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F10","Meicity","MT",6,"HPS_MT6-3","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G10","Meicity","MT",6,"HPS_MT6-4","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H10","Meicity","MT",6,"HPS_MT6-5","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A11","Meicity","MT",6,"HPS_MT6-6","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B11","Meicity","MT",6,"HPS_MT6-7","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C11","Meicity","MT",6,"HPS_MT6-8","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D11","Meicity","MT",6,"HPS_MT6-9","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E11","Meicity","MT",6,"HPS_MT6-10","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F11","Meicity","MT",7,"HPS_MT7-1","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G11","Meicity","MT",7,"HPS_MT7-2","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H11","Meicity","MT",7,"HPS_MT7-3","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_A12","Meicity","MT",7,"HPS_MT7-4","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_B12","Meicity","MT",7,"HPS_MT7-5","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_C12","Meicity","MT",7,"HPS_MT7-6","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_D12","Meicity","MT",7,"HPS_MT7-7","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_E12","Meicity","MT",7,"HPS_MT7-8","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_F12","Meicity","MT",7,"HPS_MT7-9","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_G12","Meicity","MT",7,"HPS_MT7-10","whole body",50,"meicity samples only"
"RNMB_meicity_BS_P2_tag42_H12","Meicity","MT",5,"HPS_pit5-1","whole body",25,"meicity samples only"
"RNMB_YHM_BS_P1_tag15_A1","Yuhuangmiao","FIT",1,"YHM_FIT1-1","leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B1","Yuhuangmiao","FIT",1,"YHM_FIT1-2","leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C1","Yuhuangmiao","FIT",1,"YHM_FIT1-3","leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D1","Yuhuangmiao","FIT",2,"YHM_FIT2-1_1","leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E1","Yuhuangmiao","FIT",2,"YHM_FIT2-1_2","leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F1","Yuhuangmiao","FIT",2,"YHM_FIT2-1_3","leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G1","Yuhuangmiao","FIT",2,"YHM_FIT2-1_4","leg",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H1","Yuhuangmiao","FIT",2,"YHM_FIT2-2_1","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A2","Yuhuangmiao","FIT",2,"YHM_FIT2-2_2","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_1","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_2","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_3","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_4","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_5","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_6","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H2","Yuhuangmiao","FIT",3,"YHM_FIT3-1_7","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_8","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_9","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_10","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_11","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_12","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_13","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_14","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H3","Yuhuangmiao","FIT",3,"YHM_FIT3-1_15","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A4","Yuhuangmiao","FIT",3,"YHM_FIT3-1_16","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B4","Yuhuangmiao","FIT",3,"YHM_FIT3-1_17","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C4","Yuhuangmiao","FIT",3,"YHM_FIT3-1_18","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D4","Yuhuangmiao","FIT",3,"YHM_FIT3-1_19","head",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E4","Yuhuangmiao","FIT",3,"YHM_FIT3-2_1","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F4","Yuhuangmiao","FIT",3,"YHM_FIT3-2_2","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G4","Yuhuangmiao","FIT",3,"YHM_FIT3-2_3","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H4","Yuhuangmiao","FIT",3,"YHM_FIT3-2_4","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A5","Yuhuangmiao","FIT",4,"YHM_FIT4-2_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_2","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_3","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_4","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_5","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_6","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_7","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H5","Yuhuangmiao","FIT",4,"YHM_FIT4-1_8","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A6","Yuhuangmiao","FIT",4,"YHM_FIT4-1_9","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B6","Yuhuangmiao","FIT",4,"YHM_FIT4-1_10","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C6","Yuhuangmiao","FIT",4,"YHM_FIT4-1_11","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D6","Yuhuangmiao","FIT",4,"YHM_FIT4-1_12","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E6","Yuhuangmiao","FIT",4,"YHM_FIT4-1_13","head and thorax",35,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F6","Yuhuangmiao","FIT",4,"YHM_FIT4-1_1","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G6","Yuhuangmiao","FIT",4,"YHM_FIT4-2_2","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H6","Yuhuangmiao","FIT",4,"YHM_FIT4-2_3","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_4","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_5","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_6","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_7","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_8","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_9","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_10","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H7","Yuhuangmiao","FIT",4,"YHM_FIT4-2_11","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_12","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_13","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_14","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_15","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_16","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_17","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_18","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H8","Yuhuangmiao","FIT",4,"YHM_FIT4-2_19","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_20","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_21","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_22","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_23","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_24","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_25","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_26","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H9","Yuhuangmiao","FIT",4,"YHM_FIT4-2_27","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A10","Yuhuangmiao","FIT",4,"YHM_FIT4-2_28","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B10","Yuhuangmiao","FIT",4,"YHM_FIT4-2_29","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C10","Yuhuangmiao","FIT",4,"YHM_FIT4-2_30","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D10","Yuhuangmiao","FIT",4,"YHM_FIT4-2_31","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E10","Yuhuangmiao","FIT",4,"YHM_FIT4-2_32","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F10","Yuhuangmiao","FIT",4,"YHM_FIT4-2_33","head and thorax",50,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G10","Yuhuangmiao","pit",1,"YHM_pit-1-1","leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H10","Yuhuangmiao","pit",1,"YHM_pit-1-2","leg",25,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A11","Yuhuangmiao","pit",2,"YHM_pit-2-1","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B11","Yuhuangmiao","pit",2,"YHM_pit-2-2","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C11","Yuhuangmiao","pit",2,"YHM_pit-2-3","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D11","Yuhuangmiao","pit",2,"YHM_pit-2-4","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E11","Yuhuangmiao","pit",2,"YHM_pit-2-5","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F11","Yuhuangmiao","pit",2,"YHM_pit-2-6","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G11","Yuhuangmiao","pit",2,"YHM_pit-2-7","leg",100,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H11","Yuhuangmiao","pit",3,"YHM_pit-3-1","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_A12","Yuhuangmiao","pit",3,"YHM_pit-3-2","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_B12","Yuhuangmiao","pit",3,"YHM_pit-3-3","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_C12","Yuhuangmiao","pit",3,"YHM_pit-3-4","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_D12","Yuhuangmiao","pit",3,"YHM_pit-3-6","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_E12","Yuhuangmiao","pit",3,"YHM_pit-3-7","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_F12","Yuhuangmiao","pit",3,"YHM_pit-3-8","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_G12","Yuhuangmiao","pit",3,"YHM_pit-3-9","leg",150,"YHM samples only"
"RNMB_YHM_BS_P1_tag15_H12","Yuhuangmiao","pit",3,"YHM_pit-3-10","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A1","Yuhuangmiao","pit",3,"YHM_pit-3-11","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B1","Yuhuangmiao","pit",3,"YHM_pit-3-12","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C1","Yuhuangmiao","pit",3,"YHM_pit-3-13","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D1","Yuhuangmiao","pit",3,"YHM_pit-3-5","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E1","Yuhuangmiao","pit",3,"YHM_pit-3-14","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F1","Yuhuangmiao","pit",3,"YHM_pit-3-15","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G1","Yuhuangmiao","pit",3,"YHM_pit-3-16","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H1","Yuhuangmiao","pit",3,"YHM_pit-3-17","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A2","Yuhuangmiao","pit",3,"YHM_pit-3-18","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B2","Yuhuangmiao","pit",3,"YHM_pit-3-19","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C2","Yuhuangmiao","pit",3,"YHM_pit-3-20","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D2","Yuhuangmiao","pit",3,"YHM_pit-3-21","leg",100,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E2","Yuhuangmiao","pit",4,"YHM_pit-4-1_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F2","Yuhuangmiao","pit",4,"YHM_pit-4-1_2","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G2","Yuhuangmiao","pit",4,"YHM_pit-4-1_3","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H2","Yuhuangmiao","pit",4,"YHM_pit-4-1_4","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A3","Yuhuangmiao","pit",4,"YHM_pit-4-1_5","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B3","Yuhuangmiao","pit",4,"YHM_pit-4-2_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C3","Yuhuangmiao","pit",4,"YHM_pit-4-2_2","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D3","Yuhuangmiao","pit",4,"YHM_pit-4-2_3","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E3","Yuhuangmiao","pit",4,"YHM_pit-4-2_4","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F3","Yuhuangmiao","pit",4,"YHM_pit-4-2_5","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G3","Yuhuangmiao","pit",4,"YHM_pit-4-2_6","head",38,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H3","Yuhuangmiao","MT",3,"YHM_MT-3_1","leg",40,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A4","Yuhuangmiao","MT",4,"YHM_MT-4-1_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B4","Yuhuangmiao","MT",4,"YHM_MT-4-1_2","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C4","Yuhuangmiao","MT",4,"YHM_MT-4-2_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D4","Yuhuangmiao","MT",4,"YHM_MT-4-2_2","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E4","Yuhuangmiao","MT",4,"YHM_MT-4-2_3","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F4","Yuhuangmiao","L/N",1,"YHM_L/N1-1","leg",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G4","Yuhuangmiao","L/N",1,"YHM_L/N1-2","leg",17,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H4","Yuhuangmiao","L/N",2,"YHM_L/N2-1","leg",100,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A5","Yuhuangmiao","L/N",2,"YHM_L/N2-2","leg",100,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B5","Yuhuangmiao","L/N",2,"YHM_L/N2-3","leg",46,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C5","Yuhuangmiao","L/N",3,"YHM_L/N3-1","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D5","Yuhuangmiao","L/N",3,"YHM_L/N3-2","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E5","Yuhuangmiao","L/N",3,"YHM_L/N3-3","leg",150,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F5","Yuhuangmiao","L/N",3,"YHM_L/N3-4","head",96,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G5","Yuhuangmiao","L/N",4,"YHM_L/N4-1_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H5","Yuhuangmiao","L/N",4,"YHM_L/N4-1_2","head",17,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_1","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_2","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_3","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_4","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_5","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_6","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_7","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H6","Yuhuangmiao","L/N",4,"YHM_L/N4-2_8","head",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A7","Yuhuangmiao","L/N",4,"YHM_L/N4-2_9","head",30,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B7","Yuhuangmiao","FIT",5,"YHM_FIT5-1_1","whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C7","Yuhuangmiao","FIT",5,"YHM_FIT5-1_2","whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D7","Yuhuangmiao","FIT",5,"YHM_FIT5-1_3","whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E7","Yuhuangmiao","FIT",5,"YHM_FIT5-1_4","whole body",25,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F7","Yuhuangmiao","FIT",5,"YHM_FIT5-2_1","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G7","Yuhuangmiao","FIT",5,"YHM_FIT5-2_2","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H7","Yuhuangmiao","FIT",5,"YHM_FIT5-2_3","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_4","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_5","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_6","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_7","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_8","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_9","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_10","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H8","Yuhuangmiao","FIT",5,"YHM_FIT5-2_11","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_12","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_13","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_14","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_15","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_16","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_17","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_18","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H9","Yuhuangmiao","FIT",5,"YHM_FIT5-2_19","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_20","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_21","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_22","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_23","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_24","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_25","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_26","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H10","Yuhuangmiao","FIT",5,"YHM_FIT5-2_27","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_28","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_29","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_30","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_31","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_32","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_33","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_G11","Yuhuangmiao","FIT",5,"YHM_FIT5-2_34","whole body",46,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_H11","Yuhuangmiao","FIT",5,"YHM_FIT5-3_1","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_A12","Yuhuangmiao","FIT",5,"YHM_FIT5-3_2","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_B12","Yuhuangmiao","FIT",5,"YHM_FIT5-3_3","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_C12","Yuhuangmiao","FIT",6,"YHM_FIT6-1","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_D12","Yuhuangmiao","FIT",6,"YHM_FIT6-2","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_E12","Yuhuangmiao","FIT",6,"YHM_FIT6-3","whole body",50,"YHM samples only"
"RNMB_YHM_BS_P2_tag38_F12","Yuhuangmiao","FIT",6,"YHM_FIT6-4","whole body",50,"YHM samples only"
